ranking,Youtuber,subscribers,category,channel_type,video_views,Title,Country,video_views_for_the_last_30_days,highest_yearly_earnings,lowest_yearly_earnings,subscribers_for_last_30_days,Population,Latitude,Longitude,date_created,Urban_population
788,"Yudist Ardhana",14100000,Entertainment,Entertainment,6036496916,"Yudist Ardhana",Indonesia,176062000,8500000,528200,400000,270203917,-0.789275,113.921327,2016-01-06,151509724
789,"Lana Del Rey",14100000,Music,Music,6884215292,"Lana Del Rey","United States",135563000,6500000,406700,200000,328239523,37.09024,-95.712891,2011-05-05,270663028
790,MalumaVEVO,14100000,Music,Music,19013942981,MalumaVEVO,"United States",98834000,4700000,296500,nan,328239523,37.09024,-95.712891,2011-06-15,270663028
791,"F2Freestylers - Ultimate Soccer Skills Channel",14100000,Sports,Sports,3280481927,"F2Freestylers - Ultimate Soccer Skills Chann","United Kingdom",10222000,490600,30700,nan,66834405,55.378051,-3.435973,2011-04-09,55908316
792,"Bie The Ska",14100000,Entertainment,Entertainment,4627069704,"Bie The Ska",Thailand,12502000,600100,37500,100000,69625582,15.870032,100.992541,2006-10-03,35294600
793,AM3NlC,14000000,Gaming,People,4959982720,AM3NlC,Brazil,10210000,490100,30600,nan,212559417,-14.235004,-51.92528,2012-12-15,183241641
794,"Narins Beauty",14000000,"Howto & Style",Entertainment,2214167846,"Narins Beauty",Sweden,13709000,658000,41100,nan,10285453,60.128161,18.643501,2014-09-24,9021165
795,"TV Ana Emilia",14000000,"People & Blogs",Entertainment,4674164601,"TV Ana Emilia",Mexico,26783000,1300000,80300,100000,126014024,23.634501,-102.552784,2014-12-30,102626859
796,,14000000,Gaming,Games,7719743112,,Russia,150570000,7200000,451700,200000,144373535,61.52401,105.318756,2013-10-26,107683889
797,"Luli Pamp",14000000,Music,Music,8623705301,"Luli Pamp",Spain,201659000,9700000,605000,100000,47076781,40.463667,-3.74922,2012-12-22,37927409
798,"Gallina Pintadita",14000000,Music,Film,9660950823,"Gallina Pintadita",Mexico,70626000,3400000,211900,nan,126014024,23.634501,-102.552784,2011-08-02,102626859
799,ViralHog,14000000,"People & Blogs",Animals,18917687143,ViralHog,"United States",1364000000,65500000,4100000,1100000,328239523,37.09024,-95.712891,2014-08-22,270663028
800,"ETV Jabardasth",14000000,"People & Blogs",Comedy,13542939513,"ETV Jabardasth",India,133584000,6400000,400800,100000,1366417754,20.593684,78.96288,2015-07-14,471031528
801,"Zee Telugu",14000000,Entertainment,Music,12597067132,zeetelugu,India,7,0.34,0.02,nan,1366417754,20.593684,78.96288,2007-01-31,471031528
802,"Crescendo com Luluca",14000000,Entertainment,People,5094050461,"Crescendo com Luluca",Brazil,68058000,3300000,204200,100000,212559417,-14.235004,-51.92528,2015-08-30,183241641
803,Jazzghost,13900000,Gaming,Games,5673347763,Jazzghost,Brazil,106718000,5100000,320200,100000,212559417,-14.235004,-51.92528,2012-08-30,183241641
804,karameeshchannel,13900000,Entertainment,Music,9106781518,karameeshchannel,Jordan,87639000,4200000,262900,100000,10101694,30.585164,36.238414,2012-01-18,9213048
805,"Darkar Company Studios",13900000,"Film & Animation",Comedy,2244318380,"Darkar Company Studios","United States",4598000,220700,13800,nan,328239523,37.09024,-95.712891,2009-02-15,270663028
807,"T-Series Regional",13900000,Entertainment,Music,5217553897,"T-Series Regional",India,33484000,1600000,100500,100000,1366417754,20.593684,78.96288,2011-02-14,471031528
808,"ADEL et SAMI",13900000,Entertainment,Entertainment,5465532801,"ADEL et SAMI","United States",26883000,1300000,80600,nan,328239523,37.09024,-95.712891,2018-03-12,270663028
809,"Jamuna TV",13900000,"News & Politics",Entertainment,12129583055,"jamuna tv24",Bangladesh,1,0.05,0,nan,167310838,23.684994,90.356331,2021-02-10,60987417
810,"Atlantic Records",13900000,Music,Music,12513842343,"Atlantic Records","United States",97284000,4700000,291900,100000,328239523,37.09024,-95.712891,2006-12-15,270663028
811,,13900000,nan,People,8451754769,,"United States",114261000,5500000,342800,200000,328239523,37.09024,-95.712891,2018-10-12,270663028
812,Veritasium,13900000,Education,Education,2165885634,Veritasium,"United States",44149000,2100000,132400,200000,328239523,37.09024,-95.712891,2010-07-21,270663028
814,Airrack,13800000,Entertainment,Entertainment,2224911030,Airrack,"United States",99654000,4800000,299000,300000,328239523,37.09024,-95.712891,2015-01-03,270663028
815,"Hacksmith Industries",13800000,"Science & Technology",Tech,1820559912,"Hacksmith Industries",Canada,83943000,4000000,251800,100000,36991981,56.130366,-106.346771,2006-04-20,30628482
817,Atro,13800000,Gaming,Games,2480957682,Atro,Netherlands,55122000,2600000,165400,200000,17332850,52.132633,5.291266,2017-07-02,15924729
818,"123 GO! Spanish",13800000,"People & Blogs",Howto,5019136690,"123 GO! Spanish",Mexico,26519000,1300000,79600,100000,126014024,23.634501,-102.552784,2019-03-13,102626859
819,"Geo News",13800000,"News & Politics",News,5727888539,"Geo News",Pakistan,100053000,4800000,300200,100000,216565318,30.375321,69.345116,2007-01-10,79927762
820,"Kids TV India Hindi Nursery Rhymes",13800000,Shows,Education,6646953396,"Kids TV India Hindi Nursery Rhymes",India,78651000,3800000,236000,100000,1366417754,20.593684,78.96288,2014-11-17,471031528
821,"Think Music India",13800000,Music,Music,11039343563,"Think Music India",India,217106000,10400000,651300,200000,1366417754,20.593684,78.96288,2009-08-15,471031528
822,"O Que N",13700000,Comedy,Entertainment,1967930734,"O Que N",Brazil,87804000,4200000,263400,200000,212559417,-14.235004,-51.92528,2015-02-06,183241641
823,"Goldmines Premiere",13700000,Entertainment,Film,1973638757,"Goldmines Premiere",India,37648000,1800000,112900,100000,1366417754,20.593684,78.96288,2013-10-12,471031528
824,MAIKI021,13700000,Entertainment,Entertainment,1950178163,MAIKI021,Brazil,7438000,357000,22300,nan,212559417,-14.235004,-51.92528,2008-01-22,183241641
825,"The Vishal bhatt",13700000,Comedy,Comedy,9596430464,"The Vishal bhatt",India,379240000,18200000,1100000,600000,1366417754,20.593684,78.96288,2021-08-15,471031528
826,NishaMadhulika,13700000,"Howto & Style",Howto,2939201386,NishaMadhulika,India,22235000,1100000,66700,100000,1366417754,20.593684,78.96288,2009-08-02,471031528
827,MyMissAnand,13700000,"People & Blogs",Entertainment,4963275018,MyMissAnand,India,27882000,1300000,83600,nan,1366417754,20.593684,78.96288,2014-07-22,471031528
828,FAPTV,13700000,Comedy,Comedy,5457203710,FAPTV,Vietnam,35124000,1700000,105400,nan,96462106,14.058324,108.277199,2014-02-26,35332140
829,"Wesley Safad",13700000,Music,Music,8134379376,"Wesley Safad",Brazil,64059000,3100000,192200,nan,212559417,-14.235004,-51.92528,2009-06-21,183241641
830,infobells,13700000,Education,Education,5178142148,infobells,India,23893000,1100000,71700,100000,1366417754,20.593684,78.96288,2011-10-20,471031528
832,Acenix,13600000,Gaming,Games,2122062016,Acenix,Spain,47436000,2300000,142300,200000,47076781,40.463667,-3.74922,2014-01-02,37927409
833,"Zeinab Harake",13600000,nan,People,896891351,"Zeinab Harake",Philippines,12088000,580200,36300,100000,108116615,12.879721,121.774017,2017-10-19,50975903
834,DALLMYD,13600000,Sports,Sports,1948925559,DALLMYD,"United States",30677000,1500000,92000,100000,328239523,37.09024,-95.712891,2011-02-01,270663028
835,"Lindsey Stirling",13600000,Music,Music,3764608356,"Lindsey Stirling","United States",15277000,733300,45800,100000,328239523,37.09024,-95.712891,2007-05-20,270663028
836,"JOJO TV - Hindi Stories",13600000,Education,Film,5141201173,"JOJO TV - Hindi Stories",India,10764000,516700,32300,100000,1366417754,20.593684,78.96288,2016-12-25,471031528
837,BBC,13600000,"Pets & Animals",Entertainment,9685060624,BBC,"United Kingdom",44414000,2100000,133200,100000,66834405,55.378051,-3.435973,2005-11-12,55908316
838,"Saturday Night Live",13600000,Entertainment,Comedy,14717282742,"Saturday Night Live","United States",56626000,2700000,169900,nan,328239523,37.09024,-95.712891,2013-07-23,270663028
839,"BUDI01 GAMING",13500000,Gaming,Games,1181292450,"BUDI01 GAMING",Indonesia,13436000,644900,40300,nan,270203917,-0.789275,113.921327,2019-07-19,151509724
840,"Typical Gamer",13500000,Gaming,Games,4301581610,"Typical Gamer",Canada,32557000,1600000,97700,nan,36991981,56.130366,-106.346771,2008-08-24,30628482
841,Anaysa,13500000,"Howto & Style",Howto,3445794123,Anaysa,India,29706000,1400000,89100,nan,1366417754,20.593684,78.96288,2012-03-10,471031528
842,"JULIA GISELLA",13500000,Entertainment,Music,5380132790,"Julia Gisella","United Kingdom",1615,78,5,130,66834405,55.378051,-3.435973,2015-03-24,55908316
843,"Awakening Music",13500000,Music,Music,5545936485,"Awakening Music","United Kingdom",35309000,1700000,105900,100000,66834405,55.378051,-3.435973,2006-12-25,55908316
844,"Lady Diana",13500000,Entertainment,People,8265920659,"Lady Diana",Ukraine,75162000,3600000,225500,100000,44385155,48.379433,31.16558,2016-03-21,30835699
845,"Sanjoy Das Official",13500000,Entertainment,Games,3912334359,"Sanjoy Das Official",India,179232000,8600000,537700,400000,1366417754,20.593684,78.96288,2015-04-29,471031528
846,"Woody & Kleiny",13500000,Comedy,Entertainment,11717217293,"Woody & Kleiny","United Kingdom",495561000,23800000,1500000,400000,66834405,55.378051,-3.435973,2013-03-30,55908316
847,"Vijay Kumar Viner Vlogs",13500000,Entertainment,Entertainment,7958771872,"Vijay Kumar Viner Vlogs",India,109813000,5300000,329400,300000,1366417754,20.593684,78.96288,2019-03-22,471031528
848,"Conor Maynard",13500000,Music,Music,2750993392,"Conor Maynard","United States",10787000,517800,32400,nan,328239523,37.09024,-95.712891,2006-05-19,270663028
849,Wengie,13500000,"Howto & Style",Howto,1900272833,Wengie,"United States",1335000,64100,4000,100000,328239523,37.09024,-95.712891,2010-09-09,270663028
850,"Vlad y Niki Show",13400000,nan,Entertainment,4622628957,"Vlad y Niki Show","United States",92228000,4400000,276700,200000,328239523,37.09024,-95.712891,2018-11-08,270663028
851,Codiscos,13400000,Music,Music,11789678655,Codiscos,Colombia,228902000,11000000,686700,100000,50339443,4.570868,-74.297333,2007-02-08,40827302
852,"The World Adventures",13400000,"People & Blogs",People,2139769210,"The World Adventures",India,1043000,50100,3100,nan,1366417754,20.593684,78.96288,2016-09-09,471031528
853,"Vibhu 96",13400000,nan,Education,20563378,"Vibhu 96",India,20264000,972700,60800,300000,1366417754,20.593684,78.96288,2022-06-05,471031528
855,ATHLEAN-X,13400000,"Howto & Style",Howto,2319515787,ATHLEAN-X,"United States",14498000,695900,43500,nan,328239523,37.09024,-95.712891,2006-12-16,270663028
856,"My Mate Nate",13400000,Comedy,Entertainment,3363634923,"My Mate Nate",Thailand,41672000,2000000,125000,nan,69625582,15.870032,100.992541,2014-12-08,35294600
857,H2ODelirious,13400000,Gaming,Games,4356686216,H2ODelirious,"United States",16785000,805700,50400,nan,328239523,37.09024,-95.712891,2007-05-24,270663028
858,"GMA Integrated News",13400000,"News & Politics",News,9569814790,"GMA Integrated News",Philippines,115459000,5500000,346400,100000,108116615,12.879721,121.774017,2007-10-29,50975903
859,"Peet Montzingo",13400000,"People & Blogs",People,10022557589,"Peet Montzingo","United States",397715000,19100000,1200000,500000,328239523,37.09024,-95.712891,2014-06-01,270663028
860,"The Q",13400000,"People & Blogs",Sports,4306212515,"Tom Duggan","United States",3,0.14,0.01,1,328239523,37.09024,-95.712891,2006-01-17,270663028
861,"Trakin Tech",13300000,"Science & Technology",Tech,2262690743,"Trakin Tech",India,43669000,2100000,131000,100000,1366417754,20.593684,78.96288,2011-11-02,471031528
862,theRadBrad,13300000,Gaming,Games,6050102764,theRadBrad,"United States",15694000,753300,47100,nan,328239523,37.09024,-95.712891,2006-11-27,270663028
863,"Matt Steffanina",13300000,Entertainment,Entertainment,3299216601,"Matt Steffanina","United States",1929000,92600,5800,nan,328239523,37.09024,-95.712891,2007-11-28,270663028
865,"Kurt Hugo Schneider",13300000,Entertainment,Entertainment,3733856870,"Kurt Hugo Schneider","United States",4233000,203200,12700,nan,328239523,37.09024,-95.712891,2007-10-16,270663028
866,Vogue,13300000,Entertainment,People,4177184071,Vogue,"United States",45095000,2200000,135300,100000,328239523,37.09024,-95.712891,2008-06-29,270663028
867,,13300000,"People & Blogs",Entertainment,6482687220,,Russia,90241000,4300000,270700,100000,144373535,61.52401,105.318756,2015-10-04,107683889
868,"Kids Line",13300000,"People & Blogs",Education,9088562002,"Kids Line","United States",161889000,7800000,485700,100000,328239523,37.09024,-95.712891,2011-11-26,270663028
869,VexTrex,13300000,Entertainment,Entertainment,7923901253,VexTrex,Ukraine,379346000,0,0,nan,44385155,48.379433,31.16558,2014-09-08,30835699
870,penguinz0,13300000,Gaming,Entertainment,7773543609,penguinz0,"United States",188948000,9100000,566800,200000,328239523,37.09024,-95.712891,2007-05-07,270663028
871,"Just For Laughs Gags",13300000,Comedy,Comedy,7406628736,"Just For Laughs Gags","United States",17468000,838500,52400,100000,328239523,37.09024,-95.712891,2007-01-14,270663028
872,"Kabita's Kitchen",13300000,"Howto & Style",Howto,2831275503,"Kabita's Kitchen",India,43118000,2100000,129400,nan,1366417754,20.593684,78.96288,2014-10-07,471031528
873,BanderitaX,13300000,Gaming,Games,4129249415,BanderitaX,"Saudi Arabia",70712000,3400000,212100,200000,34268528,23.885942,45.079162,2013-08-20,28807838
874,AzzyLand,13300000,Gaming,Entertainment,6412313570,AzzyLand,Canada,5387000,258600,16200,100000,36991981,56.130366,-106.346771,2015-05-08,30628482
875,HUBA,13200000,Entertainment,Entertainment,9884886099,HUBA,"United States",319647000,15300000,958900,500000,328239523,37.09024,-95.712891,2021-02-20,270663028
876,BIBO,13200000,Entertainment,Entertainment,1148422000,BIBO,Russia,8769000,420900,26300,200000,144373535,61.52401,105.318756,2019-01-10,107683889
877,"Brawl Stars",13200000,Gaming,Games,2036408398,"Brawl Stars",Finland,20369000,977700,61100,nan,5520314,61.92411,25.748151,2017-04-28,4716888
879,"Sonotek Bhakti",13200000,Entertainment,Music,3789736218,"Sonotek Bhakti",India,25321000,1200000,76000,nan,1366417754,20.593684,78.96288,2010-12-27,471031528
880,Vilmei,13200000,nan,People,4205664894,Vilmei,Indonesia,264308000,12700000,792900,800000,270203917,-0.789275,113.921327,2013-09-25,151509724
881,"MC Divertida",13200000,Entertainment,Entertainment,5224764969,"MC Divertida",Brazil,64517000,3100000,193600,100000,212559417,-14.235004,-51.92528,2018-01-17,183241641
882,"The Infographics Show",13200000,Education,Education,5263540904,"The Infographics Show","United States",51820000,2500000,155500,100000,328239523,37.09024,-95.712891,2011-02-26,270663028
883,jbalvinVEVO,13200000,Music,Music,20743586601,jbalvinVEVO,Colombia,86270000,4100000,258800,nan,50339443,4.570868,-74.297333,2010-09-30,40827302
884,TwinsFromRussia,13200000,"People & Blogs",People,9378175604,TwinsFromRussia,"United States",119389000,5700000,358200,300000,328239523,37.09024,-95.712891,2011-05-16,270663028
885,"Technology Gyan",13200000,"Science & Technology",Tech,1138262456,"Technology Gyan",India,18518000,888900,55600,100000,1366417754,20.593684,78.96288,2015-11-17,471031528
886,"CookingShooking Hindi",13200000,"People & Blogs",Howto,1758603195,"CookingShooking Hindi",India,11490000,551500,34500,nan,1366417754,20.593684,78.96288,2017-04-04,471031528
887,"Ryan Trahan",13100000,Entertainment,People,2182651464,"Ryan Trahan","United States",248,12,0.74,1,328239523,37.09024,-95.712891,2022-06-27,270663028
888,"Alex Gonzaga Official",13100000,"People & Blogs",People,1401914513,"Alex Gonzaga Official",Philippines,10848000,520700,32500,nan,108116615,12.879721,121.774017,2017-07-18,50975903
889,WiederDude,13100000,nan,Games,2733682792,WiederDude,"United States",56894000,2700000,170700,100000,328239523,37.09024,-95.712891,2016-06-12,270663028
891,"Lokdhun Punjabi",13100000,Music,Music,4712624489,"Lokdhun Punjabi",India,34438000,1700000,103300,100000,1366417754,20.593684,78.96288,2010-12-27,471031528
893,Painzeiro,13100000,"People & Blogs",People,2555801802,Painzeiro,Brazil,43990000,2100000,132000,100000,212559417,-14.235004,-51.92528,2015-11-06,183241641
894,"Peppa Pig em Portugu",13100000,"Film & Animation",Film,4214172991,"Peppa Pig em Portugu",Brazil,27340000,1300000,82000,100000,212559417,-14.235004,-51.92528,2014-05-06,183241641
895," Ms Yeah",13100000,"People & Blogs",Howto,4399833602," Ms Yeah","United States",60661000,2900000,182000,100000,328239523,37.09024,-95.712891,2017-02-15,270663028
896,"Hungria Hip Hop",13100000,Music,Music,4608751851,"Hungria Hip Hop",Brazil,48223000,2300000,144700,nan,212559417,-14.235004,-51.92528,2013-04-13,183241641
897,RaptorGamer,13100000,"People & Blogs",Games,2879263916,RaptorGamer,Ecuador,62909000,3000000,188700,300000,17373662,-1.831239,-78.183406,2016-07-16,11116711
898,RedeTV,13100000,Entertainment,Entertainment,5333569294,RedeTV,Brazil,17588000,844200,52800,nan,212559417,-14.235004,-51.92528,2011-10-18,183241641
899,"twenty one pilots",13100000,Music,Music,5264039679,"twenty one pilots","United States",50922000,2400000,152800,nan,328239523,37.09024,-95.712891,2009-09-05,270663028
900,"DJ Khaled",13100000,Music,Music,6637820731,DjKhaled,Samoa,379,18,1,3,202506,-13.759029,-172.104629,2006-05-27,35588
901,Davie504,13000000,Entertainment,Entertainment,2683297849,Davie504,Italy,29870000,1400000,89600,100000,60297396,41.87194,12.56738,2011-05-18,42651966
902,"Everson Zoio",13000000,Comedy,Entertainment,1024467771,"Everson Zoio",Brazil,3052000,146500,9200,nan,212559417,-14.235004,-51.92528,2009-03-26,183241641
903,"Calon Sarjana",13000000,Entertainment,Entertainment,10664585,"Calon Sarjana",Indonesia,2292000000,0,0,300000,270203917,-0.789275,113.921327,2016-01-20,151509724
904,"Lofi Girl",13000000,Music,Music,1698279553,"Lofi Girl",France,30471000,1500000,91400,100000,67059887,46.227638,2.213749,2015-03-18,54123364
906,GH'S,13000000,Gaming,Games,8739174649,GH'S,"South Korea",1081000000,51900000,3200000,1000000,51709098,35.907757,127.766922,2020-07-07,42106719
907,JesseAndMike,13000000,Entertainment,Entertainment,9999238237,JesseAndMike,"United States",41109000,2000000,123300,nan,328239523,37.09024,-95.712891,2007-04-29,270663028
908,"Wolfoo Channel",13000000,nan,People,301547793,"Wolfoo Channel",Pakistan,590,28,2,8,216565318,30.375321,69.345116,2021-08-11,79927762
909,"Susy Mouriz",13000000,Entertainment,Entertainment,6270909026,"Susy Mouriz",Mexico,368437000,17700000,1100000,600000,126014024,23.634501,-102.552784,2017-03-18,102626859
910,"7 Minutoz",13000000,Music,Music,4349562794,"7 Minutoz",Brazil,29526000,1400000,88600,nan,212559417,-14.235004,-51.92528,2012-06-04,183241641
911,"The LaBrant Fam",13000000,Comedy,People,4637474071,"The LaBrant Fam","United States",42412000,0,0,nan,328239523,37.09024,-95.712891,2012-08-24,270663028
912,"Pastor Ant        ",12900000,"People & Blogs",People,2112274210,"Pastor Ant        ",Brazil,31796000,1500000,95400,100000,212559417,-14.235004,-51.92528,2013-01-19,183241641
913,"Matheus Yurley",12900000,Entertainment,Entertainment,140022442,"Matheus Yurley",Brazil,147626,7100,443,nan,212559417,-14.235004,-51.92528,2015-01-27,183241641
914,gymvirtual,12900000,Sports,Sports,2509752944,gymvirtual,Spain,11993000,575700,36000,100000,47076781,40.463667,-3.74922,2010-11-01,37927409
915,"BIBO        ",12900000,Entertainment,Entertainment,3178222797,"BIBO        ","South Korea",4001000,192100,12000,nan,51709098,35.907757,127.766922,2016-08-08,42106719
916,"Top Viral Talent",12900000,Entertainment,Entertainment,3643698504,"Top Viral Talent","United States",29379000,1400000,88100,100000,328239523,37.09024,-95.712891,2014-01-02,270663028
917,Akon,12900000,Music,Music,6300933122,Akon,"United States",91240000,4400000,273700,100000,328239523,37.09024,-95.712891,2005-11-05,270663028
918,AlArabiya,12900000,"People & Blogs",News,7520379951,AlArabiya,"United Arab Emirates",80219000,3900000,240700,100000,9770529,23.424076,53.847818,2006-09-19,8479744
920,EnriqueIglesiasVEVO,12900000,Music,Music,15446707595,EnriqueIglesiasVEVO,"United States",75773000,3600000,227300,100000,328239523,37.09024,-95.712891,2009-05-12,270663028
921,,12900000,Shows,Entertainment,5585085130,,Ukraine,71118000,3400000,213400,200000,44385155,48.379433,31.16558,2014-07-17,30835699
922,"The Shiny Peanut",12900000,Education,Entertainment,2848466522,"The Shiny Peanut",Indonesia,837700,40200,2500,nan,270203917,-0.789275,113.921327,2016-10-26,151509724
923,"Talking Angela",12800000,Entertainment,Film,3632438963,"Talking Angela","United Kingdom",27957000,1300000,83900,nan,66834405,55.378051,-3.435973,2014-09-02,55908316
924,"Melon City Show -",12800000,Comedy,Comedy,5863456698,"Melon City Show -",Iraq,35336000,1700000,106000,nan,39309783,33.223191,43.679291,2016-01-30,27783368
925,"Duo Tiempo De Sol",12800000,Music,Education,6662288136,"Duo Tiempo De Sol",Spain,53988000,2600000,162000,100000,47076781,40.463667,-3.74922,2013-03-26,37927409
927,MrSuicideSheep,12800000,Entertainment,Entertainment,6970899521,MrSuicideSheep,Canada,18118000,869600,54400,nan,36991981,56.130366,-106.346771,2010-04-09,30628482
928,"Adam W",12800000,Comedy,Comedy,9502983550,"Adam W","United States",228951000,11000000,686900,200000,328239523,37.09024,-95.712891,2015-10-04,270663028
929,"Right to Shiksha",12800000,Education,Education,7876740921,"Right to Shiksha",India,213738000,10300000,641200,300000,1366417754,20.593684,78.96288,2020-04-23,471031528
930,Beyonc,12800000,Music,Music,14185611472,Beyonc,"United States",89566000,4300000,268700,nan,328239523,37.09024,-95.712891,2009-09-02,270663028
931,"FACT FIRE KING",12700000,nan,Games,1159290255,"FACT FIRE KING",India,51291000,2500000,153900,500000,1366417754,20.593684,78.96288,2020-07-29,471031528
933,"Franco Escamilla",12700000,Comedy,Comedy,4266957149,"Franco Escamilla",Mexico,77482000,3700000,232400,100000,126014024,23.634501,-102.552784,2007-10-19,102626859
934,"Adexe & Nau",12700000,Music,Music,4579773883,"Adexe & Nau",Spain,10083000,484000,30200,nan,47076781,40.463667,-3.74922,2013-12-22,37927409
935,"Diana and Roma IND",12700000,nan,Entertainment,5567832210,"Diana and Roma IND","United States",46602000,2200000,139800,100000,328239523,37.09024,-95.712891,2019-11-07,270663028
937,Future,12700000,Music,Film,9927699419,"Future AMV's","United States",472367,22700,1400,1000,328239523,37.09024,-95.712891,2020-11-07,270663028
938,"YoungBoy Never Broke Again",12700000,Entertainment,Music,13174393401,"YoungBoy Never Broke Again","United States",169968000,8200000,509900,100000,328239523,37.09024,-95.712891,2015-01-04,270663028
939,Blossom,12700000,"Howto & Style",Howto,4733873025,Blossom,"United States",43868000,2100000,131600,100000,328239523,37.09024,-95.712891,2017-06-01,270663028
941,Piuzinho,12700000,Gaming,Games,1081285962,Piuzinho,Brazil,3619000,173700,10900,nan,212559417,-14.235004,-51.92528,2015-05-13,183241641
942,"Heidi y Zidane",12700000,nan,People,6001189018,"Heidi y Zidane","United States",16117000,773600,48400,nan,328239523,37.09024,-95.712891,2019-12-02,270663028
943,"Go Ami Go!",12700000,"People & Blogs",People,1714955279,"Go Ami Go!",Colombia,327600000,15700000,982800,1500000,50339443,4.570868,-74.297333,2015-12-03,40827302
944,Morgz,12600000,Gaming,Entertainment,3303595310,Morgz,"United Kingdom",58838000,2800000,176500,100000,66834405,55.378051,-3.435973,2014-06-10,55908316
945,CaseyNeistat,12600000,"People & Blogs",People,3152402405,CaseyNeistat,"United States",5952000,285700,17900,100000,328239523,37.09024,-95.712891,2010-02-15,270663028
946,SULGI,12600000,"People & Blogs",People,3485373675,SULGI,"South Korea",113132000,5400000,339400,300000,51709098,35.907757,127.766922,2012-11-05,42106719
947,NickiMinajAtVEVO,12600000,Music,Music,8831179714,NickiMinajAtVEVO,"United States",35027000,1700000,105100,nan,328239523,37.09024,-95.712891,2010-04-01,270663028
948,"Ellie Goulding",12600000,Music,Music,6969178081,"Ellie Goulding","United Kingdom",36681000,1800000,110000,nan,66834405,55.378051,-3.435973,2007-01-29,55908316
949,colinfurze,12500000,Entertainment,Entertainment,1612094871,colinfurze,"United Kingdom",8482000,407200,25400,nan,66834405,55.378051,-3.435973,2006-11-15,55908316
950,"People Vs Food",12500000,Entertainment,Entertainment,1136534702,"People Vs Food","United States",15340000,736300,46000,nan,328239523,37.09024,-95.712891,2013-07-30,270663028
951,"Wolfoo Family",12500000,nan,Film,161254021,"Wolfoo Family","United States",757789000,0,0,nan,328239523,37.09024,-95.712891,2019-10-21,270663028
953,"Health Time",12500000,"Howto & Style",People,1002219689,"Health Time",India,1395000,66900,4200,nan,1366417754,20.593684,78.96288,2016-09-25,471031528
954,Yair17,12500000,Gaming,Games,1402042328,Yair17,Mexico,8869000,425700,26600,nan,126014024,23.634501,-102.552784,2014-01-22,102626859
955,"Little Baby Bum en Espa  ",12500000,Education,Education,6956320454,"Little Baby Bum en Espa  ",Spain,16319000,783300,49000,nan,47076781,40.463667,-3.74922,2014-06-06,37927409
956,"First We Feast",12500000,"Howto & Style",Entertainment,2983799729,"First We Feast","United States",111252000,5300000,333800,200000,328239523,37.09024,-95.712891,2014-02-28,270663028
957,M,12500000,"Travel & Events",Entertainment,3140883140,M,Mexico,31007000,1500000,93000,nan,126014024,23.634501,-102.552784,2015-07-06,102626859
958,"Bebefinn - Nursery Rhymes & Kids Songs",12500000,nan,Entertainment,4163639093,"Bebefinn - Nursery Rhymes & Kids Songs","United States",565459000,0,0,500000,328239523,37.09024,-95.712891,2022-03-30,270663028
960,Parafernalha,12500000,Entertainment,Entertainment,4625777945,Parafernalha,Brazil,7158000,343600,21500,nan,212559417,-14.235004,-51.92528,2011-05-13,183241641
961,NDTV,12500000,Entertainment,News,4935793409,NDTV,India,58527000,2800000,175600,100000,1366417754,20.593684,78.96288,2006-05-08,471031528
962,elcarteldesantatv,12500000,Music,Entertainment,7489455451,elcarteldesantatv,Mexico,115881000,5600000,347600,100000,126014024,23.634501,-102.552784,2008-11-27,102626859
963,"Family Fitness",12500000,Entertainment,Entertainment,10384848759,"Family Fitness",India,235715000,11300000,707100,400000,1366417754,20.593684,78.96288,2017-01-18,471031528
964,"Zee Tamil",12500000,Entertainment,Entertainment,11552190002,"Zee Tamil",India,349940000,16800000,1000000,200000,1366417754,20.593684,78.96288,2008-08-26,471031528
965,"Flowers Comedy",12500000,Entertainment,Entertainment,11691081301,"Flowers Comedy",India,180021000,8600000,540100,100000,1366417754,20.593684,78.96288,2015-08-19,471031528
966,"Mundo Bita",12500000,Music,Music,16690788752,"Mundo Bita",Brazil,213700000,10300000,641100,100000,212559417,-14.235004,-51.92528,2011-09-29,183241641
967,"Wave Music Bhakti",12500000,Music,Music,5146004207,"Wave Music Bhakti",India,11079000,531800,33200,nan,1366417754,20.593684,78.96288,2011-04-19,471031528
969,CKM,12500000,Comedy,Comedy,4465772496,CKM,India,13142000,630800,39400,nan,1366417754,20.593684,78.96288,2018-02-20,471031528
971,_vector_,12400000,Comedy,Comedy,7597013023,_vector_,"United States",903672000,43400000,2700000,1200000,328239523,37.09024,-95.712891,2019-03-24,270663028
972,"DEV Ke Facts",12400000,nan,Education,1971226335,"DEV Ke Facts",India,273670000,13100000,821000,600000,1366417754,20.593684,78.96288,2012-09-29,471031528
974,LOUD,12400000,Gaming,Entertainment,2394143260,WatchLOUD,"United States",27596,1300,83,nan,328239523,37.09024,-95.712891,2006-01-04,270663028
975,"Gibby :)",12400000,"People & Blogs",People,2862685032,"Gibby :)",Mexico,10278000,493300,30800,nan,126014024,23.634501,-102.552784,2014-08-30,102626859
977,SAAIHALILINTAR,12400000,Entertainment,Entertainment,1113066203,SAAIHALILINTAR,Indonesia,806075,38700,2400,nan,270203917,-0.789275,113.921327,2012-04-28,151509724
978,"Timba Vk",12400000,Gaming,Games,2840137980,"Timba Vk",Spain,24022000,1200000,72100,100000,47076781,40.463667,-3.74922,2012-06-16,37927409
